id,location_id,program_id,accepted_payments,alternate_name,application_process,description,eligibility,email,fees,funding_sources,interpretation_services,keywords,languages,name,required_documents,service_areas,status,wait_time,website,taxonomy_ids
20081,7700,7700,,,"* Should make an appointment, but walk-ins are welcomed until 1 hour prior to closing. \n* All other services require an appointment. \n* Emergency contraception (morning after pill), you can walk in any time the health center is open.",None Provided,,,,,,,,Preconception Care,,,active,,http://www.plannedparenthood.org/ppsoflo/,
20075,7700,7700,,,"* Should make an appointment, but walk-ins are welcomed until 1 hour prior to closing. \n* All other services require an appointment. \n* Emergency contraception (morning after pill), you can walk in any time the health center is open.",None Provided,,,,,,,,Abortion Referrals,,,active,,http://www.plannedparenthood.org/ppsoflo/,
20074,7700,7700,,,"* Should make an appointment, but walk-ins are welcomed until 1 hour prior to closing. \n* All other services require an appointment. \n* Emergency contraception (morning after pill), you can walk in any time the health center is open.",None Provided,,,,,,,,Family Planning,,,active,,http://www.plannedparenthood.org/ppsoflo/,
20135,7701,7701,,,Call for information.,None Provided,,,,,,,,Vocational Rehabilitation,,,active,,http://rehabworks.org,
20164,7703,7703,,,Register online or call for more information,None Provided,,,,,,,,Fundraising Campaigns,,,active,,http://www.DolphinsCancerChallenge.com,
20186,7705,7705,,,Call to enroll child,None Provided,,,,,,,,Acting Instruction,,,active,,http://www.RoxyPAC.com,
22215,7705,7705,,,Call to enroll child,None Provided,,,,,,,,Extended Child Care,,,active,,http://www.RoxyPAC.com,
22216,7706,7706,,,Call to enroll child,None Provided,,,,,,,,Extended Child Care,,,active,,http://www.RoxyPAC.com,
20188,7706,7706,,,Call to enroll child,None Provided,,,,,,,,Acting Instruction,,,active,,http://www.RoxyPAC.com,
20198,7707,7707,,,Call  main number for more information or to register,None Provided,,,,,,,,Speech Therapy,,,active,,http://www.nscff.org,
20197,7707,7707,,,Call  main number for more information or to register,None Provided,,,,,,,,Physical Therapy,,,active,,http://www.nscff.org,
20239,7711,7711,,,Call our office to learn about joining the Coalition.,None Provided,,,,,,,,Drug Abuse Education/Prevention,,,active,,http://www.DrugFreeCollier.org,
20238,7711,7711,,,Call our office to learn about joining the Coalition.,None Provided,,,,,,,,Alcohol Abuse Education/Prevention,,,active,,http://www.DrugFreeCollier.org,
20240,7711,7711,,,Call our office to learn about joining the Coalition.,None Provided,,,,,,,,Smoking Education/Prevention,,,active,,http://www.DrugFreeCollier.org,
20242,7713,7713,,,Must fill out an application.,None Provided,,,,,,,,Summer Camps,,,active,,http://www.miamidade.gov/parks,
20241,7713,7713,,,Must fill out an application.,None Provided,,,,,,,,Extended Child Care,,,active,,http://www.miamidade.gov/parks,
20244,7714,7714,,,"Call Elmase Hoffman, MSW for more information at: 305-864-5237",None Provided,,,,,,,,Extended Child Care,,,active,,http://www.playingthegameoflife.com,
20245,7715,7715,,,Intake application must be completed.,None Provided,,,,,,,,Parenting Skills Classes,,,active,,http://www.concernedafricanwomen.org,
20269,7716,7716,,,Intake application must be completed.,None Provided,,,,,,,,Extended Child Care,,,active,,http://www.concernedafricanwomen.org,
20270,7716,7716,,,Intake application must be completed.,None Provided,,,,,,,,Youth Enrichment Programs,,,active,,http://www.concernedafricanwomen.org,
20268,7716,7716,,,Intake application must be completed.,None Provided,,,,,,,,Youth Literacy Programs,,,active,,http://www.concernedafricanwomen.org,
20259,7717,7717,,,Intake application must be completed.,None Provided,,,,,,,,Youth Literacy Programs,,,active,,http://www.concernedafricanwomen.org,
20261,7717,7717,,,Intake application must be completed.,None Provided,,,,,,,,Youth Enrichment Programs,,,active,,http://www.concernedafricanwomen.org,
20260,7717,7717,,,Intake application must be completed.,None Provided,,,,,,,,Extended Child Care,,,active,,http://www.concernedafricanwomen.org,
20315,7720,7720,,,"Patient, referring doctor, etc., must call the Main number or the Appointment number to make an initial appointment for specialized services offered within the Division.",None Provided,,,,,,,,Gynecology Services,,,active,,http://obgyn.med.miami.edu/,
20317,7721,7721,,,Program participants must fill out a program application and meet with Program Coordinator before enrollment. An orientation for summer participants is required of all parents/ caregivers who wish to enroll their child/youth.,None Provided,,,,,,,,Cooking Classes,,,active,,http://www.easterseals.com/southflorida/,
20323,7722,7722,,,Must visit facility to fill out proper paper work.,None Provided,,,,,,,,Youth Enrichment Programs,,,active,,http://www.branchesfl.org,
20327,7723,7723,,,Call for intake and application process,None Provided,,,,,,,,Youth Enrichment Programs,,,active,,http://www.branchesfl.org,
20330,7724,7724,,,Please call main number for intake and application process.,None Provided,,,,,,,,Youth Enrichment Programs,,,active,,http://www.branchesfl.org,
20334,7725,7725,,,Call for intake and application process,None Provided,,,,,,,,Youth Enrichment Programs,,,active,,http://www.branchesfl.org,
20333,7725,7725,,,Call for intake and application process,None Provided,,,,,,,,Extended Child Care,,,active,,http://www.branchesfl.org,
20332,7725,7725,,,Call for intake and application process,None Provided,,,,,,,,Tutoring Services,,,active,,http://www.branchesfl.org,
20353,7726,7726,,,Call for information,None Provided,,,,,,,,Ongoing Emergency Food Assistance,,,active,,,
20356,7726,7726,,,Call for information,None Provided,,,,,,,,Shoe Donation Programs,,,active,,,
20354,7726,7726,,,Call for information,None Provided,,,,,,,,Children's Clothing Donation Programs,,,active,,,
20355,7726,7726,,,Call for information,None Provided,,,,,,,,General Clothing Donation Programs,,,active,,,
20362,7727,7727,,,None,None Provided,,,,,,,,Pastoral Counseling,,,active,,,
20371,7729,7729,,,Applicants must visit the office for a pre-qualifying interview and to receive an application.,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.habitatcollier.org/,
20372,7729,7729,,,Applicants must visit the office for a pre-qualifying interview and to receive an application.,None Provided,,,,,,,,Neighborhood Revitalization,,,active,,http://www.habitatcollier.org/,
20370,7729,7729,,,Applicants must visit the office for a pre-qualifying interview and to receive an application.,None Provided,,,,,,,,Sweat Equity Programs,,,active,,http://www.habitatcollier.org/,
20373,7730,7730,,,Must call to register,None Provided,,,,,,,,Alcohol Abuse Education/Prevention,,,active,,http://www.drugfreecollier.org,
20374,7731,7731,,,None,None Provided,,,,,,,,Hazardous Materials Control,,,active,,http://www.drugfreecollier.org,
20376,7732,7732,,,Call for details,None Provided,,,,,,,,Family Preservation Programs,,,active,,http://www.chsfl.org,
20388,7735,7735,,,Must call to register and to host the exhibit at your location,None Provided,,,,,,,,Drug Abuse Education/Prevention,,,active,,http://www.drugfreecollier.org,
20390,7736,7736,,,Please call our office to set up an appointment for services.,None Provided,,,,,,,,Pediatric Occupational Therapy,,,active,,http://www.magiclearningcentermiami.com,
20389,7736,7736,,,Please call our office to set up an appointment for services.,None Provided,,,,,,,,Speech Therapy,,,active,,http://www.magiclearningcentermiami.com,
20401,7737,7737,,,Call for information on how to apply,None Provided,,,,,,,,Guardians ad Litem,,,active,,http://www.guardianadlitem.org,
20403,7737,7737,,,Call for information on how to apply,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.guardianadlitem.org,
20413,7738,7738,,,Resister at location or call,None Provided,,,,,,,,Extended Child Care,,,active,,http://www.freewebs.com/kidzcity2008,
20420,7740,7740,,,Please contact via phone or email for an initial evaluation for services. Must make an appointment for in-office counseling services.,None Provided,,,,,,,,Behavior Modification,,,active,,http://www.michelleingrosso.com,
20425,7740,7740,,,Please contact via phone or email for an initial evaluation for services. Must make an appointment for in-office counseling services.,None Provided,,,,,,,,Adolescent/Youth Counseling,,,active,,http://www.michelleingrosso.com,
20424,7740,7740,,,Please contact via phone or email for an initial evaluation for services. Must make an appointment for in-office counseling services.,None Provided,,,,,,,,Caregiver Counseling,,,active,,http://www.michelleingrosso.com,
20419,7740,7740,,,Please contact via phone or email for an initial evaluation for services. Must make an appointment for in-office counseling services.,None Provided,,,,,,,,Anger Management,,,active,,http://www.michelleingrosso.com,
20421,7740,7740,,,Please contact via phone or email for an initial evaluation for services. Must make an appointment for in-office counseling services.,None Provided,,,,,,,,Divorce Counseling,,,active,,http://www.michelleingrosso.com,
20418,7740,7740,,,Please contact via phone or email for an initial evaluation for services. Must make an appointment for in-office counseling services.,None Provided,,,,,,,,Career Counseling,,,active,,http://www.michelleingrosso.com,
20494,7742,7742,,,Application process instruction given by phone or in person.,None Provided,,,,,,,,Elderly/Disabled Home Rental Listings,,,active,,http://www.miamibeachfl.gov,
20517,7743,7743,,,Call for more information.,None Provided,,,,,,,,Nursing Facility Complaints,,,active,,http://ombudsman.myflorida.com,
20518,7743,7743,,,Call for more information.,None Provided,,,,,,,,Long Term Care Ombudsman Programs,,,active,,http://ombudsman.myflorida.com,
20519,7743,7743,,,Call for more information.,None Provided,,,,,,,,Advocacy/Ombudsman Volunteer Opportunities,,,active,,http://ombudsman.myflorida.com,
20530,7744,7744,,,Varies base on program. May require appointment or may operate on a walk-in basis.,None Provided,,,,,,,,Youth Enrichment Programs,,,active,,http://www.santla.org,
20527,7744,7744,,,Varies base on program. May require appointment or may operate on a walk-in basis.,None Provided,,,,,,,,Parenting Skills Classes,,,active,,http://www.santla.org,
20532,7744,7744,,,Varies base on program. May require appointment or may operate on a walk-in basis.,None Provided,,,,,,,,Naturalization Support/Legal Services,,,active,,http://www.santla.org,
20531,7744,7744,,,Varies base on program. May require appointment or may operate on a walk-in basis.,None Provided,,,,,,,,Affordable Care Act Insurance Information/Counseling,,,active,,http://www.santla.org,
20537,7745,7745,,,Varies base on program. May require appointment or may operate on a walk-in basis.,None Provided,,,,,,,,Affordable Care Act Insurance Information/Counseling,,,active,,http://www.santla.org,
20536,7745,7745,,,Varies base on program. May require appointment or may operate on a walk-in basis.,None Provided,,,,,,,,Naturalization Support/Legal Services,,,active,,http://www.santla.org,
20538,7745,7745,,,Varies base on program. May require appointment or may operate on a walk-in basis.,None Provided,,,,,,,,Parenting Skills Classes,,,active,,http://www.santla.org,
20539,7745,7745,,,Varies base on program. May require appointment or may operate on a walk-in basis.,None Provided,,,,,,,,Youth Enrichment Programs,,,active,,http://www.santla.org,
20546,7746,7746,,,Enroll on-line at www.urgentinc.org.,None Provided,,,,,,,,Youth Enrichment Programs,,,active,,http://urgentinc.org,
20545,7746,7746,,,Enroll on-line at www.urgentinc.org.,None Provided,,,,,,,,Extended Child Care,,,active,,http://urgentinc.org,
20544,7746,7746,,,Enroll on-line at www.urgentinc.org.,None Provided,,,,,,,,Homework Help Programs,,,active,,http://urgentinc.org,
20543,7746,7746,,,Enroll on-line at www.urgentinc.org.,None Provided,,,,,,,,Youth Literacy Programs,,,active,,http://urgentinc.org,
20553,7747,7747,,,* Must complete Program Enrollment Application.\n*Available on-line at www.urgentinc.org.,None Provided,,,,,,,,Mentoring Programs,,,active,,http://www.urgentinc.org,
