id,name,alternate_name,description,email,website,legal_status,tax_status,tax_id,date_incorporated,accreditations,funding_sources,licenses
8064,"COGNOSANTE, LLC.",,"The program provides access to educational and enrollment services for the Affordable Care Act. Helps individuals, families, and small businesses apply for health insurance through the Affordable Care Act Marketplace.",,http://cognosante.com/,,,,,,,
8066,UNITY CENTER OF MIAMI - YOUTH EXPRESSING POWERFULLY (YEP) SUMMER CAMP,UNITY CENTER OF MIAMI,"YEP Summer Camp activities include but not limited to building skills in arts and craft, money management, bullying prevention, social relationships, stress reduction, outdoor sports and exciting field trips. \nBreakfast, lunch and snacks are included in camp fees and served daily.\n\nParents/ caregivers can learn more about the camp by calling the UCM office, or attending an Open House session which are scheduled at the UCM/ Camp office on Tuesdays, 4:00 to 7:00pm, on 5/10, 5/17, 5/24, and 5/31.",,http://www.unitycenterofmiami.org,,,,,,,
8091,SOUTH FLORIDA BEHAVIORAL HEALTH NETWORK,,"This office makes the provision for alcohol and drug treatment and rehabilitation for anyone 18 years or older. Services are delivered by contracted providers throughout Miami-Dade and Monroe Counties. The services provided include: detoxification, residential treatment, outpatient, day and night treatment, medication treatment, methadone maintenance, Treatment Accountability for Safer Communities (TASC), prevention and intervention. Some residential providers allow mothers to bring their babies.\n\nThe contracted treatment agencies in our network provide services for adults, adolescents and families who need care for behavioral health problems relating to co-occurring disorders, HIV+, homelessness, intravenous users, legal involvement, pregnancy, and women or men with dependent children.",,,,,,,,,
8098,"FUN PAW CARE, LLC.",,Fun Paw Care provides dog behavior and dog training in Miami.,,http://www.funpawcare.com,,,,,,,
8101,"A CHANCE FOR THERAPY, INC.",Act4Me,"Act4Me's mission is to provide funding to children with neurological disabilities for speech, occupational, and physical therapy as well as grants for special needs' equipment such as, wheelchairs, standers, walkers, and speaking equipment.",,http://www.act4me.org,,,,,,,
8106,PREGNANCY RESOURCE CENTER OF SOUTHWEST FLORIDA,,Pregnancy Resource Center is a medical clinic that cares for women facing an unplanned pregnancy. PRC Clinic offers the following medical services often on the same day at no charge:\n\n* Lab-quality pregnancy testing\n* Limited OB sonograms if you qualify\n* STI testing and treatment (test is sent out for results)\n* A nurse to help answer any questions you have\n* Options information including abortion procedures and risks\n\n###COL###,,http://prcnaples.org,,,,,,,
8110,"HOLISTIC SOUTH PREGNANCY & BIRTH CENTER, LLC.",,"Provides care to women who are anticipating normal, low-risk births as well as providing gynecological care when necessary. Is run by certified licensed professionals and doctors who back our professional midwives. HSPBC meets all local, state and federal health, fire and safety regulations and is licensed by the state Department of Health.",,http://holisticsouthpregnancybirthcenter.com/,,,,,,,
8111,FANTASY THEATRE FACTORY - SUMMER CAMP,,Theatre Arts Summer Camp at South Miami-Dade Cultural Arts Center Offers:\n\n* Immersive Courses\n* Professional Performances\n* Camper's Showcase at SMDCAC's Black Box Theatre\n\nSummer Camp 2016:\nAugust 1st - 12th,,http://www.ftfshows.com,,,,,,,
8122,WE COACH FOUNDATION,,"We Coach Foundation was founded by Alicia Morgado and Luciana Leo to share their motivation, dedication and willingness to help families in their quest of providing individuals with special needs with the opportunity to reach their fullest potential. We Coach Foundation created five different programs to assist individuals and families. These programs provide education and training to the children, their families, and the community, as well as community involvement, social outings, and other necessary tools for developmental growth.",,http://www.wecoachfoundation.com,,,,,,,
8131,ALBERT CANAS MD AND ASSOCIATES,,Primary care medical services including treatment of HIV disease and Pre-exposure prophylaxis and Post-exposure treatment to HIV.,,http://www.albertcanasmd.com,,,,,,,
8159,COMMUNITY CONNECTIONS FOR LIFE,,"Community Connections for Life, Inc. is a mental health targeted case management agency that coordinates and monitors services for children and adults. It is a Non-for-profit 501(C) 3 targeted case management agency designed to assist the mental health population of South Florida. \n\nWe help clients gain access to the following services: Food, Clothing, Housing, Healthcare, Education, Transportation, Job Training, Family Counseling, Parenting Classes, Support Groups, Social Activities, Legal Assistance, Financial Assistance and Employment Services.\n\nOther resources include: Aftercare, Community Activities, College Prep, High school Prep and Vocational Training.\n\nAlso coordinates and monitors services for adults and provides case management services to help coordinate and advocate for youths aged 3 - 17 who have mental health needs. We also offer Individual Therapy. Targeted Case Management is limited to Medicaid recipients who have serious emotional disturbance or chronic mental illness. Such as:\n\nDepression, Anxiety, Personality Disorder, PTSD (Post Traumatic Stress Disorder), ADHD (Attention Deficit hyperactivity), OCD (Obsessive compulsive Disorder), ODD (Op positional Defiant Disorder), Schizophrenia, Bipolar and ETC.",,http://www.ccflinc.com,,,,,,,
8162,"SOUTHERNMOST HOMELESS ASSISTANCE LEAGUE, INC.",,"The mission of SHAL is to provide shelter, case management and associated services for homeless people in support of their efforts to become self-sufficient. SHAL operates emergency adult homeless services programs for the City of Key West. SHAL provides community education where staff and board members work with local groups and leaders to better understand homeless issues in our community.\n\n###MON###",,,,,,,,,
8165,"AUGMENTED INTELLIGENCE ACADEMY, INC.",AiAcademy,"We are ""building better future"" in this century for our kids, through technology & engineering education, in order to do just that we provide Project Based Learning Courses in:\n\n* Robotics\n* 3D Printing\n* CAD Design\n* Internet of Things\n* Unmanned Aerial Systems\n* Coding / Programming\n* Raspberry Pi's\n* Arduino's\n* Chip\n* and much more\n\nWe work with non-profit, state agencies, university outreach programs, who in terms applied for grants to offer undeserved children afterschool and summer programs in Technology & Engineering.\n\nSummer camp is provided for 6 weeks from July to mid August.",,http://www.aiacademy.net,,,,,,,
8166,KIDDIELAND KINDER AND NURSERY SCHOOL,Kiddieland,"Offers care and education to infants through 12 years old. Also, offers free VPK, accept School Readiness program, and offer before and after care to school age children.",,http://www.kiddielandpreschool.com,,,,,,,
8169,"ADOPTION STAR, INC.",,"Adoption STAR's experienced and caring staff provide education, counseling and support to pregnant women interested in learning more about adoption and/or making an adoption plan. This can include pregnancy options education/information, adoption planning services, confidential counseling, a choice of adoptive families, assistance in securing health insurance and pre-natal care, and post adoption counseling and support.",,http://www.adoptionstar.com,,,,,,,
8170,"CASSY'S SUPPORT SERVICE, LLC.",CSS,"CSS is a support service that offers companion services for clients of all ages. Our services include companionship services and life skills support including but not limited to tutoring services enhancing lives by assisting the unaccompanied population through their friendship, education, provision of community resources, and regular friendly visits.\n\nExample of services provided is transportation to and from appointments or grocery shopping, assisting pregnant women, providing tutoring services to children and much more.",,,,,,,,,
8171,LIVING SPRINGS COUNSELING,"Living Springs is an DBA of DOLPHINS to Stop Domestic Violence, Inc.","Living Springs Counseling believes that all people are God's beloved and are worth redemption and healing. We offer Pastoral Counseling by Certified and Endorsed pastoral counselors. In addition to Pastoral Counseling, we offer classes such as ACT: Parenting Class and our Arts and Meditation Class. We also have support groups for those recovering from domestic violence.\n\n###MON###",,http://DOLPHINSLivingSprings.com,,,,,,,
